"id","entity-name","year","dfis-in","fdi-in","fdi-in-profits-out","fdi-out","illicit-financing-out","long-debt-capital-payments-out","long-debt-disbursement-in","long-debt-net-official-in","long-debt-interest-payments-out","net-portfolio-equity-in","oda-capital-payments-out","oda-in","oda-interest-payments-out","oofs-capital-payments-out","oofs-in","oofs-interest-payments-out","pda-in","remittances-in","remittances-out","short-debt-interest-out","short-debt-net-flow-in","ssc-in","trade-mispricing-out","ssc-out"
"ST","Sao Tome & Principe",2013,,26484887.46,0,264848.8746,,0,0,6143450.547,0,4952.673955,2510000,53670000,1110000,0,0,0,,,,66212.21865,-1765659.164,,,
"SA","Saudi Arabia",2000,,369470206,,3129392455,,,0,0,,0,0,29510000,2680000,46680000,76820000,80000,,,31092028266,,,,,
"SA","Saudi Arabia",2001,,1052542519,,95290600.43,,,0,0,,0,0,19270000,4360000,90900000,186450000,0,,,31534508022,,,,,
"SA","Saudi Arabia",2002,,920439329.7,,4104438095,0.000158895,,0,0,,0,350000,25430000,12420000,138070000,1370000,0,,,32306810909,,,,0,
"SA","Saudi Arabia",2003,,1498415573,,910450536,0,,0,0,,0,850000,18960000,28900000,170470000,0,80000,,,28487670049,,,,0,
"SA","Saudi Arabia",2004,,3368129548,,136554933.1,0,,0,0,,0,8900000,35260000,21450000,135870000,4350000,30000,,,23587313007,,,,0,
"SA","Saudi Arabia",2005,,17726457710,,-513079621.1,50494342623,,0,0,,0,0,30620000,30430000,139890000,60930000,2130000,,,20976039999,,,,2758356225,
"SA","Saudi Arabia",2006,,24663719771,,-52042550.64,27720523575,,0,0,,0,0,29520000,34810000,149220000,6496510000,3470000,,,21523699031,,,,1230450731,
"SA","Saudi Arabia",2007,,31488726932,,-174543885.6,20237086359,,0,0,,0,218900000,29900000,87900000,110540000,1988550000,13560000,,,21295595817,,,,1335785104,
"SA","Saudi Arabia",2008,,44328900154,,3929683370,33734270448,,0,0,,0,0,0,0,0,0,0,,,24375743814,,,,3760494616,
"SA","Saudi Arabia",2009,,50525821303,,3017319151,84197503178,,0,0,,0,0,0,0,0,0,0,,,36683645649,,,,5270948180,
"SA","Saudi Arabia",2010,,35451552181,,4738038882,41693593263,,0,0,,0,0,0,0,0,0,0,,,32827561431,,,,3673502714,
"SA","Saudi Arabia",2011,,16895715117,,3553611899,49913869455,,0,0,,0,0,0,0,0,0,0,,,29501117636,,,,4247454102,
"SA","Saudi Arabia",2012,,1.22e+10,,4.4e+09,42335270842,,0,0,,0,0,0,0,0,0,0,,,29492573333,,,,4192999303,
"SA","Saudi Arabia",2013,,9647966835,,5129049265,,,0,0,,0,0,0,0,0,0,0,,,36300954259,,,,,
"SN","Senegal",2000,,119390116.6,142804485.7,144035421.5,,241417451.8,11522151.31,6669977.519,110125099.8,-4159069.408,172850000,862390000,23870000,59100000,47930000,19410000,,,104128603.7,32328477.28,-305643815.3,,,
"SN","Senegal",2001,,60916008.28,127906793.1,114482637.6,,237073102.1,118874677.8,5966619.405,107568590,-9870403.196,199100000,902090000,27500000,32030000,9070000,9070000,,,97780470.51,15255792.09,106790544.6,,,
"SN","Senegal",2002,,136669292,158191355.8,217753361.7,0,218230653.9,18534131.58,50854114.36,114664810.3,5622326.132,186010000,870950000,30250000,39390000,72590000,17420000,,,68872238.84,12256312.85,159332067,,0,
"SN","Senegal",2003,,76370591.69,129199146.6,133066487.2,0,194609900.9,24093290.14,15883522.65,104529993,5309142.494,167100000,775660000,34340000,25890000,44890000,16220000,,,83056415.59,7273776.896,-200756242.3,,0,
"SN","Senegal",2004,,101381118.8,88996575.12,106189485.5,0,305709619.5,144702883.1,109928009.7,91290683.7,-36406330.9,276760000,1562650000,33200000,83330000,74320000,19160000,,,101114578.6,4445756.931,-155791009.8,,0,
"SN","Senegal",2005,,57147041.38,221672825.1,211776150.1,3923835.419,143051841.5,62580633.06,104986852.5,70252013.47,-7775436.153,193700000,1015790000,30870000,61760000,9140000,15990000,,,125257416.8,2312000.735,0,,10000341.43,
"SN","Senegal",2006,,269424302.4,151477031,163572744.6,0,135754182.9,47324175.62,0,85496142.11,-444351.3339,2889400000,3883330000,99820000,26380000,23810000,7060000,,,117893425,4651620.129,59152858.08,,0,
"SN","Senegal",2007,,316359075.5,150182244.1,176459131.4,0,134291766.2,25968010.79,158618659.6,53659910,8544430.912,50140000,967100000,14390000,36980000,16870000,10660000,,,152357190.2,12763253.85,263773912.9,,0,
"SN","Senegal",2008,,368478623.8,164722859,281729959.6,0,116836160.2,4132994.703,51998889.23,45116182.36,-85817298.52,112280000,1173210000,29620000,38350000,154530000,17980000,,,133537262.5,5559831.872,-125096217.1,,0,
"SN","Senegal",2009,,318012380.1,146195324.4,222830594.5,0,145007157.4,405920099.1,52170423.55,50145141.36,-1599373.061,51050000,1089500000,15550000,41360000,115740000,13960000,,,173321533.3,993642.0831,-177861932.9,,0,
"SN","Senegal",2010,,273367331.8,138242386.9,140530179.3,3801924.91,234949113.2,84991065.01,33115175.77,76731347.97,23985520.82,51920000,1003540000,17140000,41760000,31020000,18920000,,,222349345.5,0,-18490224.02,,0,
"SN","Senegal",2011,,317874260.2,196179165.2,240782823.1,0,221766805,546310918.4,3964016.037,114914697.5,13358786.35,70830000,1097330000,21180000,94260000,55510000,18180000,,,196549634,0,0,,0,
"SN","Senegal",2012,,276175403.1,0,55993120.83,,210978000,76217000,204850000,102067000,0,79170000,1159330000,23620000,122660000,169830000,99970000,,,,2145000,1.41e+08,,0,
"SN","Senegal",2013,,292547543,0,31579487.85,,187263000,123781017.6,52724474.39,66545000,0,68500000,1041110000,22930000,87520000,67830000,76640000,,,,0,0,,,
"RS","Serbia",2000,,,0,,,0,107391568.2,573777807.1,0,0,40000,1943480000,0,3540000,0,0,,0,,55229949.35,-773219290.9,,,
"RS","Serbia",2001,,,0,,,73525548.74,0,432084009.8,40235901.99,0,40000,2186650000,0,940000,12180000,360000,,0,,127274585,330424403.5,,,
"RS","Serbia",2002,,,0,,,152746971.5,534476682.6,329872689.4,216647877.2,0,1040000,3010770000,23780000,723090000,1470710000,376350000,,0,,62868506.21,-9264629.745,,10534178874,
"RS","Serbia",2003,,,0,,,257333504,956789576,86377355.3,301665452.9,0,170000,1763050000,6720000,7340000,364400000,238230000,,0,,45619059.76,54281835.35,,11326034602,
"RS","Serbia",2004,,,0,,,490256485,2123068429,258278430.7,354689773.8,0,7040000,1418960000,14070000,65230000,423440000,173210000,,0,,44732440.82,-79382843.45,,13590434840,
"RS","Serbia",2005,,,0,,,784095518.6,3567739674,41820896.33,504705509.4,0,11190000,1279950000,10440000,106470000,467240000,186140000,,0,,78436660.67,709232542.3,,8852644747,
"RS","Serbia",2006,,,0,,,1606640623,5940174648,17217140.08,613659156.3,0,4760000,1802760000,12460000,817330000,666260000,229670000,,0,,96547374.63,174389304.3,,4702306696,
"RS","Serbia",2007,,,573043265.3,,0,2243206657,6139251988,0,807246938.5,742023384.2,16530000,902270000,14460000,141320000,507310000,220170000,,3369260849,105322582.8,56462182.08,-107199897.2,,3033509351,
"RS","Serbia",2008,,2862645434,729972981.8,991810200,173377518.8,2857475655,5497036401,4054198.702,930879181.6,-46607229.37,12870000,966150000,13840000,162730000,569820000,226860000,,2538984237,113745710.9,92917820.07,1178131296,,2230972200,
"RS","Serbia",2009,,2209431778,422437465.2,485079742.1,71320647.34,3384775868,3337759705,356194627.7,857838853.2,21051903.69,18360000,640350000,13990000,190090000,666030000,125040000,,4024487574,84015218.27,102826541.8,-88825694.29,,2730478083,
"RS","Serbia",2010,,1882723736,572939465.5,817337248.1,0,3563191938,3601686371,173232618.3,788491007.9,87448526.55,24140000,691980000,14380000,367840000,1260280000,175710000,,3513553062,72471154.79,96511264.47,-459270669.3,,3252620832,
"RS","Serbia",2011,,2878028385,469080962.6,638210907.4,0,3761902643,4544185152,26717290.66,799747983.1,61409342.95,57040000,1359820000,35970000,509960000,1138620000,185100000,,3101339575,81630787.93,15246499.94,-1420504902,,2984621829,
"RS","Serbia",2012,,659405057.7,602401299.6,676990079.7,0,4584962000,5417175000,238399000,982515000,-23789797.56,137870000,1227720000,56370000,526490000,618410000,118610000,,2763194824,110633525,9901000,-187634000,,2590447447,
"RS","Serbia",2013,,1216045007,0,32680622,,6670455000,7326617181,304414678.7,955095000,-35950612.04,220280000,971750000,52220000,610100000,777450000,118560000,,3004196234,,5827656.527,-316418530.6,,,
"SC","Seychelles",2000,,32966770.83,11155724.11,21636311.18,,12957968,26115143.41,7790240.65,9183868.345,0,3060000,39520000,490000,8770000,3290000,2740000,,6555574.532,13693020.86,5930147.245,57187434.58,,,
"SC","Seychelles",2001,,84775603.29,15370358.34,26550258.91,,37405079.15,36756890.31,8114433.922,7628986.211,0,1190000,21810000,220000,5830000,240000,2190000,,3823486.343,7343421.577,5237889.606,15713668.82,,,
"SC","Seychelles",2002,,56356993.11,57890890.22,68203472.02,11924311.39,40235948.91,70599516.21,18590879.18,7259903.075,0,1320000,89480000,380000,3570000,0,710000,,3934917.024,5780461.791,3543144.497,0,,249955404.3,
"SC","Seychelles",2003,,64205232.2,28476056.28,37429064.09,5140195.356,31098471.06,24608221.58,33873944.19,7446314,0,860000,14370000,1e+05,7e+05,0,490000,,7601867.468,8038126.509,2197849.469,-19780645.22,,163725306,
"SC","Seychelles",2004,,33640829.85,15462142.47,22289727,0,28598595.53,32953875.77,0,4763138.579,0,1170000,13930000,180000,3250000,0,410000,,9519595.211,7120421.431,2033003.132,-17068961.33,,73881613.33,
"SC","Seychelles",2005,,76778632.61,18163041.92,48029538.25,467389.3944,36823159.63,45625743.62,3150911.202,9554460.205,0,1360000,21320000,1e+05,1480000,0,260000,,16143374.64,8902421.52,6113352.567,144832277.8,,66666595.23,
"SC","Seychelles",2006,,128805012.5,22383073.82,29467620.98,0,109941615.5,180790322.9,796460.944,25820995.84,0,1790000,17720000,150000,29130000,0,18650000,,16418747.15,15331055.02,21410591.03,291077869.8,,3757034.21,
"SC","Seychelles",2007,,229037277.5,14794748.55,31906827.4,0,44371412.65,134029983.3,9599007.604,26644925.31,0,4180000,16320000,670000,2580000,0,1130000,,5208821.88,50105236.48,34556427.37,171822236.1,,0,
"SC","Seychelles",2008,,130417132.2,21923355.96,34940813.67,0,53224929.32,80270304.8,4051899.862,21455703.25,0,540000,13320000,970000,850000,0,1920000,,3266594.763,50745564.14,18079802.37,40177338.61,,0,
"SC","Seychelles",2009,,194376974.5,9209106.625,15259631.4,0,49327498.72,10302786.99,15512734.63,8826262.099,0,3380000,26530000,1390000,12890000,11350000,580000,,17114409.33,70423743.95,11340436.98,106600107.6,,0,
"SC","Seychelles",2010,,221168978.5,-13836675.9,-7383054.415,0,9130423.336,16599052.97,2875832.91,29150631.14,0,27120000,84700000,1560000,10680000,43970000,3240000,,18100625.72,43245050.47,12227402.5,102812994,,0,
"SC","Seychelles",2011,,211828509.9,51030417.26,59120575.44,0,7895694.261,1259592.576,2892230.229,9372880.689,0,2880000,24080000,2610000,2560000,3620000,8e+05,,24294322.41,51309872.38,17580153,306470213.3,,0,
"SC","Seychelles",2012,,165688130.9,44535166.22,53063102.39,0,9179000,3334000,1735000,11638000,0,2120000,37700000,1070000,1420000,40700000,1840000,,25513092.04,50226615.99,17879000,2.25e+08,,0,
"SC","Seychelles",2013,,148729135.6,0,6632765.318,,17501000,355771.3109,3882615.107,9368999.999,0,4450000,29420000,1310000,4760000,11440000,2690000,,12385364.38,,17611179.6,568615832.2,,,
"SL","Sierra Leone",2000,,54651557.65,2546101.37,2546101.37,,13572017.08,0,3160015.23,12476297.18,0,45230000,328070000,6870000,2730000,0,220000,,,,611858.9938,2025464.255,,,
"SL","Sierra Leone",2001,,14189900.93,803774.716,803774.716,,13265822.05,0,1441.984013,11740699.81,0,55380000,595010000,6320000,6310000,0,1830000,,,650947.8928,555508.1021,10028003.4,,,
"SL","Sierra Leone",2002,,16461870.51,3091881.147,3091881.147,25645955.12,12669520.93,0,0,8118364.513,0,62050000,633610000,8610000,34020000,57700000,90000,,,4136641.501,803610.5169,-7419160.087,,84024545.63,
"SL","Sierra Leone",2003,,13501919.02,14773463.25,14773463.25,78787977.99,13207461.29,0,6381241.927,11253991.45,0,76710000,514630000,21960000,7350000,780000,330000,,,5327911.489,939921.3345,3963334.961,,69793094.01,
"SL","Sierra Leone",2004,,97887469.36,51816892.49,51816892.49,85796084.89,14202132.8,0,19792213.75,15510708.7,0,59410000,504210000,10730000,2710000,1970000,210000,,,4168867.687,1441515.678,12813472.69,,64808949.79,
"SL","Sierra Leone",2005,,121458430.2,60159903.32,49136733.65,85406870.68,7017442.221,0,1399566.112,13234226.87,0,31770000,422910000,9110000,1370000,10000,150000,,,3455620.653,584421.5882,-14610539.71,,46514682.11,
"SL","Sierra Leone",2006,,78167353.71,36292010.94,36292010.94,36734133.41,10354596.51,0,0,13795037.64,0,470700000,903940000,48980000,1220000,1e+06,990000,,,5165961.663,0,-13309250.01,,0,
"SL","Sierra Leone",2007,,121388415.5,153092939.1,153092939.1,18996380.1,6332225.891,0,7777692.659,5497317.632,0,615830000,1184310000,17690000,77590000,0,16220000,,,4759390.151,179807.0497,6286959.781,,59485301.24,
"SL","Sierra Leone",2008,,65501764.48,86399772.11,86399772.11,36506079.91,2754447.571,0,15113262.45,3296921.349,0,4520000,379850000,1310000,0,8140000,0,,,3654185.783,193334.4703,4549046.36,,19497329.34,
"SL","Sierra Leone",2009,,133028362,46827856.23,46827856.23,7987931.464,4006096.732,0,12655788.62,4486444.061,6764489.29,7230000,470520000,2790000,1050000,0,0,,,4189731.603,240173.665,16812156.55,,0,
"SL","Sierra Leone",2010,,286957954.9,55627734.88,55627734.88,2197183.987,5824912.655,0,6937589.941,4777223.176,76842.85462,8650000,492960000,1940000,1920000,1130000,430000,,,12721799.61,211946.3774,-22880574.83,,0,
"SL","Sierra Leone",2011,,1065537452,245355826.7,245355826.7,894223.9279,7754652.808,0,38038759.36,6720399.967,140326.3528,12870000,427350000,2570000,2790000,9440000,340000,,,23105775.59,345498.7798,34774227.84,,271745360.9,
"SL","Sierra Leone",2012,,548450127.6,130485196.4,130485196.4,957898.7727,7725000,0,29510000,5566000,6680093.811,15970000,458780000,3330000,4060000,41720000,1430000,,,20085148.46,213000,-2.1e+07,,42005891.36,
"SL","Sierra Leone",2013,,514194859.9,0,0,,0,0,15952131.34,0,7759428.398,106490000,554390000,39170000,0,8190000,1040000,,,,2883857.501,177311066.2,,,
"SI","Slovenia",2000,,,,,,,0,0,,,14920000,119260000,9640000,86890000,155550000,53200000,,,,,,,,
"SI","Slovenia",2001,,,,,,,0,0,,,24270000,241920000,13480000,124260000,148780000,51990000,,,,,,,,
"SI","Slovenia",2002,,,,,,,0,0,,,20230000,104810000,8100000,139440000,531890000,55120000,,,,,,,,
"SI","Slovenia",2003,,,,,,,0,0,,,0,0,0,0,0,0,,,,,,,,
"SI","Slovenia",2004,,,,,,,0,0,,,0,0,0,0,0,0,,,,,,,,
"SI","Slovenia",2005,,697688227.1,,761220466.5,,,0,0,,116113452,0,0,0,0,0,0,,,107446497,,,,,
"SI","Slovenia",2006,,741738288.5,,992721926.5,,,0,0,,226610430.7,0,0,0,0,0,0,,,161006242.8,,,,,
"SI","Slovenia",2007,,1534767971,,1889742278,,,0,0,,278226798.7,0,0,0,0,0,0,,,251225172.4,,,,,
"SI","Slovenia",2008,,1798827423,,1355784144,,,0,0,,-267966809.6,0,0,0,0,0,0,,,351026836,,,,,
"SI","Slovenia",2009,,-609876539.2,,242967732.3,,,0,0,,28638372.57,0,0,0,0,0,0,,,227574190.2,,,,,
"SI","Slovenia",2010,,354290741.2,,-203891180.4,,,0,0,,166530279.1,0,0,0,0,0,0,,,193128666.8,,,,,
"SI","Slovenia",2011,,924559182.7,,108975519.8,,,0,0,,209050073.9,0,0,0,0,0,0,,,183351715.1,,,,,
"SI","Slovenia",2012,,-59437693.21,,-272442033.5,,,0,0,,148511230.6,0,0,0,0,0,0,,,186996900.5,,,,,
"SI","Slovenia",2013,,-654343989.4,,56397927.4,,,0,0,,148702344.4,0,0,0,0,0,0,,,184594710.7,,,,,
"SB","Solomon Islands",2000,,20815393.1,13280385.62,13374572.79,,9985081.404,0,926653.2956,4343007.082,0,5700000,137200000,1880000,80000,3500000,0,,8746267.843,10329188.79,236484.5652,-2439945.48,,,
"SB","Solomon Islands",2001,,-13731968.17,4124219.567,5199590.884,,6641583.108,0,24095644.65,3680593.126,0,5950000,136170000,1700000,80000,610000,0,,9133173.842,3502670.227,82577.40987,791858.3768,,,
"SB","Solomon Islands",2002,,-6726829.054,11745863.75,13631781.94,0,5614674.033,0,16837311.39,3913461.422,0,4970000,71020000,1320000,3040000,540000,0,,6955290.749,2687877.283,55474.32427,-2630827.803,,36568241.87,
"SB","Solomon Islands",2003,,-3326833.123,10123261.2,10172634.35,0,10179105.24,0,198251.5699,7156230.639,0,30590000,173720000,2670000,0,0,0,,5850425.249,3134540.957,35106.73435,1707295.923,,62259547.7,
"SB","Solomon Islands",2004,,9813992.981,11743294.56,11767499.29,11070800.36,17946232.71,0,1145404.092,10723167.73,0,2750000,2.2e+08,1080000,0,1630000,0,,11843195.94,3338480.719,41462.2242,-585653.9169,,119293469.4,
"SB","Solomon Islands",2005,,30649661.9,8795510.114,11395330.51,0,16505203.69,705997.7969,4435795.139,6476704.617,0,3140000,317810000,950000,13580000,2440000,0,,9375637.764,3482350.51,166619.2477,3299391.043,,144339483.1,
"SB","Solomon Islands",2006,,53265768.28,36934913,44360503.17,0,4403370.983,979642.4814,1784056.351,1965734.811,0,2560000,320230000,960000,0,2250000,0,,2406216.104,2812984.87,312517.458,-1562587.29,,145247999.7,
"SB","Solomon Islands",2007,,97764659.19,62231476.2,80741165.13,0,16221459.44,30345758.47,2147704.907,4857333.176,0,6220000,351250000,940000,0,5230000,10000,,2219252.913,5557806.765,0,-3034884.834,,205991007.1,
"SB","Solomon Islands",2008,,130938173.5,142754554.5,147926896.1,2945578.026,14877589.05,1416440.603,30681.75657,5994622.845,0,4870000,304990000,1010000,5990000,2870000,210000,,1592417.107,3521025.858,0,0,,232450060,
"SB","Solomon Islands",2009,,159982449.3,181057575.4,185046196.5,0,10142626.48,18288798.91,12022.43738,3154207.209,0,4900000,296540000,1050000,0,12670000,260000,,2415060.507,52237265.22,8015.774355,1335962.392,,120651259.4,
"SB","Solomon Islands",2010,,300477657.8,160460278,163354532.9,23848961.57,22063837.5,46541911.71,0,4021941.867,0,4840000,392760000,1e+06,0,64110000,2580000,,1672660.825,77940081.54,0,-1263172.697,,192542023.4,
"SB","Solomon Islands",2011,,160626093.3,146452210.6,150557359.1,38195458.95,13827807.99,29946227.01,0,2907132.014,0,4800000,337040000,1020000,9100000,17280000,3e+06,,1742304.549,73110144.24,35118.24252,4389780.315,,167423343.5,
"SB","Solomon Islands",2012,,68255735.94,84242372.09,86782980.64,45497680.49,21766000,2193000,0,8050000,0,4940000,309930000,920000,34210000,34770000,5e+05,,2233767.622,46602802.65,0,-2e+06,,164961133.1,
"SB","Solomon Islands",2013,,99481748.59,0,1612212.463,,36382000,5143924.53,0,3863000,0,4770000,309080000,840000,1730000,41780000,120000,,15042923.96,,28340.29688,944676.5625,,,
"SO","Somalia",2000,,,,,,,,,,,3170000,185180000,0,0,0,0,,0,,,,,,
"SO","Somalia",2001,,,,,,,,,,,2720000,257300000,0,0,0,0,,0,,,,,,
"SO","Somalia",2002,,,,,,,,,,,2530000,248610000,0,0,0,0,,0,,,,,,
"SO","Somalia",2003,,,,,,,,,,,1710000,254800000,320000,0,0,0,,0,,,,,,
"SO","Somalia",2004,,,,,,,,,,,2500000,258980000,0,0,0,0,,0,,,,,,
"SO","Somalia",2005,,,,,,,,,,,1190000,291790000,0,0,0,0,,0,,,,,,
"SO","Somalia",2006,,,,,,,,,,,1080000,451560000,170000,0,0,0,,0,,,,,,
"SO","Somalia",2007,,,,,,,,,,,1030000,418690000,130000,0,0,0,,0,,,,,,
"SO","Somalia",2008,,,,,,,,,,,640000,774030000,90000,0,4080000,0,,0,,,,,,
"SO","Somalia",2009,,,,,,,,,,,1420000,691030000,90000,0,0,0,,0,,,,,,
"SO","Somalia",2010,,,,,,,,,,,1290000,517400000,70000,0,0,0,,0,,,,,,
"SO","Somalia",2011,,,,,,,,,,,1170000,1072460000,60000,0,120000,0,,0,,,,,,
"SO","Somalia",2012,,,,,,,,,,,1460000,1000080000,0,0,0,0,,0,,,,,,
"SO","Somalia",2013,,,,,,,,,,,3550000,991780000,0,0,0,0,,0,,,,,,
"ZA","South Africa",2000,,1697706046,4456759199,4974507161,,5033759830,6734809048,0,1426976206,7975653272,12200000,791520000,4850000,156130000,380850000,89990000,,494705015,1310487976,974226722,-2414521059,,,53784902.66
"ZA","South Africa",2001,,14954155754,6353682062,-651501612,,6992758045,7933465586,0,1896146771,-2121041683,51950000,749650000,16810000,132360000,277820000,117720000,,416503843.4,1251962622,710559886.3,-2640814607,,,90655511.34
"ZA","South Africa",2002,,3817923201,4926202523,3957871941,1178911447,9164050246,8866240432,0,2186951634,-944047949,43760000,836750000,2290000,502840000,427610000,97330000,,266523227.9,1316868905,625821780.4,-732365085.1,,1958803886,151365811
"ZA","South Africa",2003,,1216548172,5339827416,6276898305,0,3265152964,2343889677,0,1355773666,1136385028,23890000,885760000,6620000,129410000,656290000,26810000,,467076512.6,1170673017,408757231.4,270282863.7,,0,128183273.6
"ZA","South Africa",2004,,1060689717,4327633959,6122061703,0,2395113796,3050380778,0,1127419406,8853591116,37570000,786900000,6620000,224960000,580040000,95390000,,542382710.4,1245821948,470342133.1,3958184730,,3372842951,98515938.9
"ZA","South Africa",2005,,8263978799,5371295646,6527900769,0,3884595294,3257347780,0,1642548253,8988932517,68620000,871950000,2660000,285590000,319670000,104140000,,622060133.3,1294710429,643425049,3830540046,,4212109123,101968561
"ZA","South Africa",2006,,-653944994.2,6010935826,13538178207,0,6109631847,5994226219,0,2073441654,18570700755,110960000,925570000,8120000,174050000,160300000,113570000,,632430965.3,1310037615,763552214.6,7808665969,,12207105781,132383600.6
"ZA","South Africa",2007,,6818634120,10376706132,13928106396,0,2761208131,10449797220,0,2028486069,10381349788,200060000,1045460000,21380000,174600000,337960000,119750000,,678009538.8,1403698261,1010217372,4164561021,,22271173986,200398021.8
"ZA","South Africa",2008,,11942613030,10414726125,6350919213,0,4768396741,2422454477,0,2104124766,-6104090941,39340000,1156930000,16270000,445600000,249450000,125410000,,619404429.6,1451051540,952508322.2,1838886750,,25489243470,283408901.2
"ZA","South Africa",2009,,9178788724,6458560065,7867360467,3730353675,2602105052,5469054257,0,1904982936,11456352119,41610000,1153240000,17670000,224400000,1936460000,151180000,,631396139.4,1399509027,918535615.2,-5109344648,,20275706980,359978252.3
"ZA","South Africa",2010,,3585887443,6080358921,6005723100,509352238.5,2572300877,5838688089,0,2909164161,5746390839,108540000,1170750000,34020000,356140000,1270530000,159870000,,778436834.8,1334302622,668303742.7,437929273.1,,3514611478,277603822.1
"ZA","South Africa",2011,,3915390466,7728420089,7491397134,0,2290432844,9380971572,0,3155087854,-3477837471,65920000,1435550000,29390000,459990000,1429610000,175530000,,845746625.2,1312890377,533386625,-1103689638,,14116526792,264099533.2
"ZA","South Africa",2012,,4558847353,8485936925,11473523969,203566016.5,4937133000,8711691000,0,3197232000,-679293100.7,194200000,1261360000,40550000,236490000,2080900000,212680000,,1084534302,1319708316,878761000,7.33e+09,,28930300492,286094352.7
"ZA","South Africa",2013,,9144259420,8988771879,15265003820,,8704831000,9891879850,0,3211797000,1129306079,156560000,1416950000,8550000,459270000,1564850000,263870000,,1080278546,1320031984,921696890.6,-691297237.5,,,304816594.2
"SS","South Sudan",2000,,,,,,,0,0,,,0,0,0,0,0,0,,,,,,,,
"SS","South Sudan",2001,,,,,,,0,0,,,0,0,0,0,0,0,,,,,,,,
"SS","South Sudan",2002,,,,,,,0,0,,,0,0,0,0,0,0,,,,,,,,
"SS","South Sudan",2003,,,,,,,0,0,,,0,0,0,0,0,0,,,,,,,,
"SS","South Sudan",2004,,,,,,,0,0,,,0,0,0,0,0,0,,,,,,,,
"SS","South Sudan",2005,,,,,,,0,0,,,0,0,0,0,0,0,,,,,,,,
"SS","South Sudan",2006,,,,,,,0,0,,,0,0,0,0,0,0,,,,,,,,
"SS","South Sudan",2007,,,,,,,0,0,,,0,0,0,0,0,0,,,,,,,,
"SS","South Sudan",2008,,,,,,,0,0,,,0,0,0,0,0,0,,,,,,,,
"SS","South Sudan",2009,,,,,,,0,0,,,0,0,0,0,0,0,,,,,,,,
"SS","South Sudan",2010,,,,,,,0,0,,,0,0,0,0,0,0,,,,,,,,
"SS","South Sudan",2011,,,,,,,0,0,,0,1860000,1094460000,0,0,0,0,,,,,,,,
"SS","South Sudan",2012,,,,,,,0,0,,0,2930000,1580930000,0,0,0,80000,,,,,,,,
"SS","South Sudan",2013,,,,,,,0,0,,0,2640000,1445450000,0,0,2500000,30000,,,,,,,,
"LK","Sri Lanka",2000,,330114162.1,207172588.6,210990018.5,,865783674.9,734278830,160186976.3,406960301.9,0,368400000,753880000,144850000,83510000,49580000,6780000,,1451573068,37587897.8,65102877.72,-416214607.9,,,
"LK","Sri Lanka",2001,,336034464.3,202512649.7,202514605.8,,856595723.3,213155664.5,226204785.5,408417992.7,-67856310.42,382710000,902200000,149530000,30980000,39060000,21620000,,1594026761,379244204.8,39109992.22,-77225795.28,,,
"LK","Sri Lanka",2002,,366310087.8,182800851,204145637.2,0,816271452.5,296375619.9,218425751.9,379455847.9,-98111449.99,380680000,913060000,154400000,32880000,107410000,8450000,,1730690202,390264717,18869371.75,126829707.3,,0,
"LK","Sri Lanka",2003,,409165161.6,163955872.1,212811680.8,203782331.8,671753278.5,265483287.3,340317649.7,311311999.2,-256175459.7,359010000,1269330000,158690000,38240000,103780000,8080000,,1891170063,412349465.5,13289551.69,34679912.94,,0,
"LK","Sri Lanka",2004,,401711143,163856768.4,174201261.3,326362716.3,738350705.4,295071489.2,315859767.5,327418547.4,-173011644.6,339220000,982200000,162150000,41370000,119120000,8830000,,2076430352,407659226.4,32824135.01,46703108.7,,0,
"LK","Sri Lanka",2005,,421748441.7,177801080.2,236721818.4,112468070,353059241.3,402651920.3,289031993.8,163904128.5,-334142607.3,135600000,1580720000,68900000,45710000,122950000,14080000,,2556306601,386628580.6,57244045.1,533902332.6,,0,
"LK","Sri Lanka",2006,,692046539.7,522350961.1,564162106.3,152811084.8,731003045.1,406695566.7,173394523.6,299899868.8,-438296141.8,446750000,1410110000,167200000,55460000,130660000,21230000,,2552633149,395331585.8,66607070.76,-197621411.9,,0,
"LK","Sri Lanka",2007,,811602225.1,469421903.5,543399567.4,222148199.4,718682002.9,1268636233,381885061.6,293010741,-433119046.3,504140000,1177100000,163890000,61350000,1.27e+08,22930000,,2759460967,409634500.6,92666830.3,1045630658,,0,
"LK","Sri Lanka",2008,,852053553.1,532278602.3,602169195.5,0,910771874.1,508438773.6,91065869.3,324201200.1,-552668078.4,537920000,1301500000,165060000,52030000,286480000,25650000,,2943213722,422401980.8,63188311.35,515661046.8,,0,
"LK","Sri Lanka",2009,,458948501.3,260941759.3,283661982.1,0,1098964131,1191381461,447110840.8,369233307.9,-433388250.6,565040000,1331470000,158820000,128880000,177890000,22230000,,3084407727,477465482.9,28630578.6,-270507253.2,,0,
"LK","Sri Lanka",2010,,497206181.1,315313668.6,359558356,916800934.2,745033056.3,1332953971,933788924.5,641235697.5,-1091573696,519410000,1135330000,157720000,50260000,246420000,9280000,,3795481379,547738819.3,24792667.95,-37496788.07,,0,
