id,sectoral,level,name,color-id
mbale-referral-hospital,TRUE,3,Mbale Referral Hospital,
mbarara-referral-hospital,TRUE,3,Mbarara Referral Hospital,
mbarara-university,TRUE,3,Mbarara University,
mbarara-zonal-agricultural-research-and-development-institute,TRUE,3,Mbarara Zonal Agricultural Research and Development Institute,
ministere-de-la-formation-professionnelle-de-lapprentissage-et-de-lartisanat,TRUE,2,"Ministere de la formation professionnelle, de l'apprentissage et de l'artisanat",
ministere-de-la-gouvernance-locale-du-developpement-et-de-lamenagement-du-territoire,TRUE,2,"Ministere de la Gouvernance Locale, du Developpement et de l'Amenagement du Territoire",
ministere-de-la-justice,TRUE,2,Ministere de la Justice,
ministere-de-la-peche-et-des-affaires-maritimes,TRUE,2,Ministere de la Peche et des Affaires Maritimes,
ministere-de-la-promotion-des-investissements-des-partenariats-et-du-developpement-des-teleservices-de-letat,TRUE,2,"Ministere de la Promotion des investissements, des partenariats et du developpement des Teleservices de l'Etat",
ministere-de-la-sante-et-de-laction-sociale,TRUE,2,Ministere de la Sante et de l'Action Sociale,
ministere-de-lagriculture-et-de-lequipement-rural,TRUE,2,Ministere de l'Agriculture et de l'Equipement Rural,
ministere-de-leducation-nationale,TRUE,2,Ministere de l'Education Nationale,
ministere-de-lelevage-et-des-productions-animales,TRUE,2,Ministere de l'Elevage et des Productions Animales,
ministere-de-lenergie-et-du-developpement-des-energies-renouvelables,TRUE,2,Ministere de l'Energie et du Developpement des Energies Renouvelables,
ministere-de-lenseignement-superieur-et-de-la-recherche,TRUE,2,Ministere de l'Enseignement Superieur et de la Recherche,
ministere-de-lhydraulique-et-de-lassainissement,TRUE,2,Ministere de l'Hydraulique et de l'Assainissement,
ministere-de-lindustrie-et-des-mines,TRUE,2,Ministere de l'Industrie et des Mines,
ministere-de-linterieur-et-de-la-securite-publique,TRUE,2,Ministere de l'Interieur et de la securite publique,
ministere-des-forces-armees,TRUE,2,Ministere des Forces Armees,
ministere-des-infrastructures-des-transports-terrestres-et-du-desenclavement,TRUE,2,"Ministere des Infrastructures, des Transports Terrestres et du Desenclavement",
ministere-des-postes-et-des-telecommunications,TRUE,2,Ministere des Postes et des Telecommunications,
ministere-du-tourisme-et-des-transports-aeriens,TRUE,2,Ministere du Tourisme et des Transports Aeriens,
ministry-of-agriculture-animal-fisheries,TRUE,2,"Ministry of Agriculture, Animal & Fisheries",
ministry-of-agriculture-animal-fisheries-coordination,TRUE,4,"Ministry of Agriculture, Animal & Fisheries Coordination",
ministry-of-defence,TRUE,2,Ministry of Defence,
ministry-of-health,TRUE,2,Ministry of health,
moroto-referral-hosptial,TRUE,3,Moroto Referral Hosptial,
mubende-referral-hospital,TRUE,3,Mubende Referral Hospital,
mukono-zonal-agricultural-research-and-development-institute,TRUE,3,Mukono Zonal Agricultural Research and Development Institute,
mulago-hospital-complex,TRUE,3,Mulago Hospital Complex,
muni-university,TRUE,3,Muni University,
nabium-zonal-agricultural-research-and-development-institute,TRUE,3,Nabium Zonal Agricultural Research and Development Institute,
naguru-referral-hospital,TRUE,3,Naguru Referral Hospital,
nakawa-vocational-training-institute,TRUE,4,Nakawa Vocational Training Institute,
national-agricultural-advisory-services-secretariat,TRUE,2,National Agricultural Advisory Services Secretariat,
national-agricultural-research-organisation,TRUE,2,National Agricultural Research Organisation,
national-agricultural-research-organisation-internal-audit,TRUE,3,National Agricultural Research Organisation Internal Audit,
national-animal-genetic-research-centre-and-data-bank,TRUE,3,National Animal Genetic Research Centre and Data Bank,
national-crops-research,TRUE,3,National Crops Research,
national-defence-updf,TRUE,3,National Defence (UPDF),
national-disease-control,TRUE,4,National Disease Control,
national-fisheries-research,TRUE,3,National Fisheries Research,
national-forestry-research,TRUE,3,National Forestry Research,
national-health-service-training-colleges,TRUE,4,National Health Service Training Colleges,
national-laboratories-research,TRUE,3,National Laboratories Research,
national-livestock-production-improvement,TRUE,4,National Livestock Production Improvement,
national-livestock-research,TRUE,3,National Livestock Research,
national-medical-stores,TRUE,3,National Medical Stores,
national-semi-arid-research,TRUE,3,National Semi arid Research,
ngetta-zonal-agricultural-research-and-development-institute,TRUE,3,Ngetta Zonal Agricultural Research and Development Institute,
non-wage,TRUE,4,non-wage,
nursing-services,TRUE,4, Nursing Services,
occupational-safety-and-health,TRUE,3,Occupational Safety and Health,
office-of-directorate-of-water-development,TRUE,3,Office of Directorate of Water Development,
office-of-directorate-of-water-resources-management,TRUE,3,Office of Directorate of Water Resources Management,
office-of-the-dgcd;-dsp-and-dl,TRUE,3,Office of the D/G&CD; D/SP and D/L,
operational-water-resources-management,TRUE,3,Operational Water Resources Management,
organisation-of-petroleum-exporting-countries,TRUE,5,Organisation of Petroleum Exporting Countries (415),
other,TRUE,1,Other,grey-mid
other,TRUE,4,Other,
other,TRUE,5,Other,
pharmaceutical-and-other-supplies,TRUE,3,Pharmaceutical and other Supplies,
physical-education-and-sports,TRUE,3,Physical Education and Sports,
plan-for-national-agriculture-statistics,TRUE,4,Plan for National Agriculture Statistics,
planning,TRUE,3,Planning,
planning,TRUE,4,Planning,
policy-and-management-support,TRUE,3,Policy and Management Support,
policy-planning-and-support-services,TRUE,2,"Policy, Planning and Support Services",
policy-planning-and-support-services,TRUE,3,"Policy, Planning and Support Services",
pre-primary-and-primary-education,TRUE,2,Pre-primary and Primary education,
private-schools-department,TRUE,4,Private Schools Department,
promotion-of-children-and-youth,TRUE,3,Promotion of Children and Youth,
promotion-of-labour-productivity-and-employment,TRUE,2,Promotion of Labour Productivity and Employment,
protection-of-lake-victoria-kampala-sanitation,TRUE,3,Protection of Lake Victoria-Kampala Sanitation,
provision-of-improved-water-sources-for-returned-idp,TRUE,3,Provision of Improved Water Sources for Returned IDP,
public-health-laboratory-strengthening-project,TRUE,4,Public Health Laboratory strengthening project,
quality-and-standards,TRUE,3,Quality and Standards,
quality-assurance,TRUE,4,Quality Assurance,
quick-action-for-improving-quality-and-timeliness-of-education-and-sports-sector,TRUE,4,Quick Action for Improving Quality and Timeliness of Education and Sports Sector,
recurrent,TRUE,3,Recurrent,
rehabilitation-and-construction-of-general-hospitals,TRUE,4,Rehabilitation and Construction of General Hospitals,
rehabilitation-and-equiping-of-health-facilities-in-west-region,TRUE,4,Rehabilitation and Equiping of Health Facilities in West Region,
rehabilitation-of-health-facilities-in-eastern-region,TRUE,4,Rehabilitation of Health Facilities in Eastern Region,
relocation-of-shimoni-primary-teachers-college,TRUE,4,Relocation of Shimoni Primary Teachers College,
research-institutions,TRUE,4,Research Institutions,
rice-development-project,TRUE,4,Rice Development Project,
rural-electrification,TRUE,4,Rural Electrification,
rural-water-supply-and-sanitation,TRUE,3,Rural Water Supply and Sanitation,
rural-water-supply-and-sanitation---central-government,TRUE,2,Rural Water Supply and Sanitation - Central Government,
rural-water-supply-and-sanitation---district-governments,TRUE,2,Rural Water Supply and Sanitation - District Governments,
rwebitaba-zonal-agricultural-research-and-development-institute,TRUE,3,Rwebitaba Zonal Agricultural Research and Development Institute,
saudi-arabia,TRUE,5,Saudi Arabia (540),
school-community-water-idps,TRUE,3,School & Community Water-IDPs,
secondary-education,TRUE,2,Secondary education,
secondary-education,TRUE,4,Secondary Education,
sector-monitoring-and-quality-assurance,TRUE,3, Sector Monitoring and Quality Assurance,
security,TRUE,1,Security,darkblue-high
social-assistance-grant-for-empowerment,TRUE,3,Social Assistance Grant for Empowerment,
social-protection,TRUE,1,Social Protection,red-high
social-protection-for-vulnerable-groups,TRUE,2,Social Protection for Vulnerable Groups,
soroti-referral-hospital,TRUE,3,Soroti Referral Hospital,
south-korea,TRUE,5,South Korea (526),
spain,TRUE,5,Spain (542),
special-needs-education-guidance-and-counselling,TRUE,3,"Special Needs Education, Guidance and Counselling",
sports-and-physical-education,TRUE,4,Sports and Physical Education,
strengthening-external-security-organisation,TRUE,4,Strengthening External Security Organisation,
strengthening-ministry-of-gender-labour-and-social-development,TRUE,3,"Strengthening Ministry of Gender, Labour and Social Development",
strengthening-safeguards-safety-and-health-at-workplaces,TRUE,3,"Strengthening Safeguards, Safety and Health at Workplaces",
supervision-monitoring-and-evaluation,TRUE,4,"Supervision, Monitoring and Evaluation",
support-for-hydro-power-development-and-operations-on-river,TRUE,3,Support for Hydro-Power Development and Operations on River,
support-for-institutional-development,TRUE,4,Support for Institutional Development,
support-for-national-agricultural-research-organisation,TRUE,3,Support for National Agricultural Research Organisation,
support-for-tea-cocoa-seedlings,TRUE,4,Support for Tea Cocoa Seedlings,
support-to-agro-processing-marketing-of-agricultural,TRUE,4,Support to Agro processing & marketing of agricultural,
support-to-fisheries-development,TRUE,4,Support to Fisheries Development,
support-to-fisheries-mechanisation-weed-control,TRUE,4,Support to Fisheries Mechanisation & Weed Control,
support-to-higher-education-science-technology,TRUE,4,"Support to Higher Education, Science & Technology",
support-to-mulago-hospital-rehabilitation,TRUE,4,Support to Mulago Hospital Rehabilitation,
support-to-national-health-departmental-training-institute,TRUE,4,Support to National Health & Departmental Training Institute,
support-to-national-library-of-uganda,TRUE,3, Support to National Library of Uganda,
support-to-physical-education-and-sports,TRUE,4,Support to Physical Education and Sports,
support-to-quality-assurance-fish-marketing,TRUE,4,Support to Quality Assurance Fish Marketing,
support-to-rural-water-supply-project,TRUE,3,Support to Rural Water Supply Project,
support-to-small-town-water-supply-project,TRUE,3,Support to small town Water Supply Project,
support-to-the-street-children-activities,TRUE,4,Support to the street children activities,
support-to-ugandan-secondary-education,TRUE,4,Support to Ugandan Secondary Education,
support-to-water-resource-management,TRUE,3,Support to Water Resource Management,
support-to-youth-groups,TRUE,4,Support to Youth Groups,
teacher-education,TRUE,4,Teacher Education,
technical-assistance-to-improve-animal-disease-diagnostic-capacity,TRUE,4,Technical Assistance to Improve Animal Disease Diagnostic Capacity,
tertiaryhigher-education,TRUE,2,Tertiary/Higher education,
uganda-aids-commission,TRUE,3,Uganda AIDS Commission,
uganda-blood-transfusion-service,TRUE,3,Uganda Blood Transfusion Service,
uganda-cancer-institute,TRUE,3,Uganda Cancer Institute,
uganda-coffee-development-authority,TRUE,3,Uganda Coffee Development Authority,
uganda-cotton-development-organisation,TRUE,3,Uganda Cotton Development Organisation,
uganda-heart-institute,TRUE,3,Uganda Heart Institute,
uganda-management-institute,TRUE,3,Uganda Management Institute,
uganda-meat-exports-development-project,TRUE,4,Uganda Meat Exports Development Project,
uganda-sanitation-fund-project,TRUE,4,Uganda Sanitation Fund Project,
uganda-teacher-and-school-effectiveness-project,TRUE,4,Uganda Teacher and School Effectiveness Project,
united-kingdom,TRUE,5,United Kingdom (549),
united-nations-office-for-project-services,TRUE,5,United Nations Office for Project Services (454),
updf-airforce,TRUE,4,UPDF Airforce,
updf-land-forces,TRUE,4,UPDF Land forces,
updf-peace-keeping-mission-in-somalia,TRUE,4,UPDF Peace Keeping Mission in Somalia,
urban-water-reform,TRUE,3,Urban Water Reform,
urban-water-supply-and-sanitation-----district-governments,TRUE,2,Urban Water Supply and Sanitation -  - District Governments,
urban-water-supply-and-sanitation---central-government,TRUE,2,Urban Water Supply and Sanitation - Central Government,
urban-water-supply-sewerage,TRUE,3,Urban Water Supply & Sewerage,
vegetable-oil-development-project-phase,TRUE,4,Vegetable Oil Development Project-Phase 2,
wage,TRUE,4,Wage,
wash,TRUE,1,WASH,lightblue-mid
water-and-sanitation,TRUE,1,Water and Sanitation,blue-mid
water-and-sanitation-development-facility---central,TRUE,3,Water and Sanitation development Facility - Central,
water-and-sanitation-development-facility---east,TRUE,3,Water and Sanitation Development Facility - East,
water-and-sanitation-development-facility-north,TRUE,3,Water and Sanitation Development Facility-North,
water-and-sanitation-development-facility-south-west,TRUE,3,Water and Sanitation Development Facility-South West,
water-for-production,TRUE,2,Water for Production,
water-for-production,TRUE,3,Water for Production,
water-for-production-project,TRUE,3,Water for Production Project,
water-management-and-development-project,TRUE,3,Water Management and Development Project,
water-management-and-development-project-ii,TRUE,3,Water Management and Development Project II,
water-quality-management,TRUE,3,Water Quality Management,
water-resources-management,TRUE,2,Water Resources Management,
water-resources-monitoring-assessment,TRUE,3,Water Resources Monitoring & Assessment,
water-resources-regulation,TRUE,3,Water Resources Regulation,
youth-and-children-affairs,TRUE,3,Youth and Children Affairs,
